lane,block,nframes,jsd_to_full,overlap_to_full
npbc,early,3333,0.05477836118871175,0.7381045573810457
npbc,mid,3334,0.03534666559730473,0.8498753903853767
npbc,late,3334,0.10559172033419542,0.7250201194637586
pbc,early,3333,0.03244553504453676,0.8329049783290495
pbc,mid,3334,0.026596627826583077,0.8749715010502549
pbc,late,3334,0.03927347604159687,0.8347923156094709
