lane,from_frame_start,from_frame_end,from_source,from_step,from_time_ns,to_source,to_step,to_time_ns,from_state,to_state,from_run_len_frames,from_run_len_ps
npbc,2702,2704,prod,1851000,1.350501,prod,1852500,1.352001,C7eq,alpha_prime,3,1.5
npbc,2705,2705,prod,1852500,1.352001,prod,1853000,1.352501,alpha_prime,C7eq,1,0.5
npbc,2706,2712,prod,1853000,1.352501,prod,1856500,1.356001,C7eq,alpha_prime,7,3.5
npbc,2713,2730,prod,1856500,1.356001,prod,1865500,1.365001,alpha_prime,C7eq,18,9.0
npbc,2731,2732,prod,1865500,1.365001,prod,1866500,1.366001,C7eq,alpha_prime,2,1.0
npbc,2733,2733,prod,1866500,1.366001,prod,1867000,1.366501,alpha_prime,C7eq,1,0.5
npbc,2734,2734,prod,1867000,1.366501,prod,1867500,1.3670010000000001,C7eq,alpha_prime,1,0.5
npbc,2735,2735,prod,1867500,1.3670010000000001,prod,1868000,1.3675009999999999,alpha_prime,C7eq,1,0.5
npbc,2736,2736,prod,1868000,1.3675009999999999,prod,1868500,1.368001,C7eq,alpha_prime,1,0.5
npbc,2737,2737,prod,1868500,1.368001,prod,1869000,1.368501,alpha_prime,C7eq,1,0.5
npbc,2738,2747,prod,1869000,1.368501,prod,1874000,1.373501,C7eq,alpha_prime,10,5.0
npbc,2748,2753,prod,1874000,1.373501,prod,1877000,1.376501,alpha_prime,C7eq,6,3.0
npbc,2754,2756,prod,1877000,1.376501,prod,1878500,1.378001,C7eq,alpha_prime,3,1.5
npbc,2757,2757,prod,1878500,1.378001,prod,1879000,1.378501,alpha_prime,C7eq,1,0.5
npbc,2758,2761,prod,1879000,1.378501,prod,1881000,1.380501,C7eq,alpha_prime,4,2.0
npbc,2762,2762,prod,1881000,1.380501,prod,1881500,1.381001,alpha_prime,C7eq,1,0.5
npbc,2763,2763,prod,1881500,1.381001,prod,1882000,1.381501,C7eq,alpha_prime,1,0.5
npbc,2764,2772,prod,1882000,1.381501,prod,1886500,1.386001,alpha_prime,C7eq,9,4.5
npbc,2773,2773,prod,1886500,1.386001,prod,1887000,1.386501,C7eq,alpha_prime,1,0.5
npbc,2774,2854,prod,1887000,1.386501,prod,1927500,1.427001,alpha_prime,C7eq,81,40.5
npbc,2855,2856,prod,1927500,1.427001,prod,1928500,1.428001,C7eq,alpha_prime,2,1.0
npbc,2857,2869,prod,1928500,1.428001,prod,1935000,1.434501,alpha_prime,C7eq,13,6.5
npbc,2870,2875,prod,1935000,1.434501,prod,1938000,1.4375010000000001,C7eq,alpha_prime,6,3.0
npbc,2876,2876,prod,1938000,1.4375010000000001,prod,1938500,1.4380009999999999,alpha_prime,C7eq,1,0.5
npbc,2877,2880,prod,1938500,1.4380009999999999,prod,1940500,1.440001,C7eq,alpha_prime,4,2.0
npbc,2881,2881,prod,1940500,1.440001,prod,1941000,1.440501,alpha_prime,C7eq,1,0.5
npbc,2882,2882,prod,1941000,1.440501,prod,1941500,1.441001,C7eq,alpha_prime,1,0.5
npbc,2883,2915,prod,1941500,1.441001,prod,1958000,1.457501,alpha_prime,C7eq,33,16.5
npbc,2916,2916,prod,1958000,1.457501,prod,1958500,1.4580009999999999,C7eq,alpha_prime,1,0.5
npbc,2917,2924,prod,1958500,1.4580009999999999,prod,1962500,1.4620009999999999,alpha_prime,C7eq,8,4.0
npbc,2925,2925,prod,1962500,1.4620009999999999,prod,1963000,1.462501,C7eq,alpha_prime,1,0.5
npbc,2926,2926,prod,1963000,1.462501,prod,1963500,1.463001,alpha_prime,C7eq,1,0.5
npbc,2927,2927,prod,1963500,1.463001,prod,1964000,1.463501,C7eq,alpha_prime,1,0.5
npbc,2928,2929,prod,1964000,1.463501,prod,1965000,1.4645009999999998,alpha_prime,C5,2,1.0
npbc,2930,2930,prod,1965000,1.4645009999999998,prod,1965500,1.465001,C5,alpha_prime,1,0.5
npbc,2931,2932,prod,1965500,1.465001,prod,1966500,1.4660009999999999,alpha_prime,C7eq,2,1.0
npbc,2933,2933,prod,1966500,1.4660009999999999,prod,1967000,1.466501,C7eq,alpha_prime,1,0.5
npbc,2934,2934,prod,1967000,1.466501,prod,1967500,1.467001,alpha_prime,C7eq,1,0.5
npbc,2935,2937,prod,1967500,1.467001,prod,1969000,1.4685009999999998,C7eq,alpha_prime,3,1.5
npbc,2938,2940,prod,1969000,1.4685009999999998,prod,1970500,1.470001,alpha_prime,C7eq,3,1.5
npbc,2941,2941,prod,1970500,1.470001,prod,1971000,1.470501,C7eq,alpha_prime,1,0.5
npbc,2942,2949,prod,1971000,1.470501,prod,1975000,1.474501,alpha_prime,C7eq,8,4.0
npbc,2950,2950,prod,1975000,1.474501,prod,1975500,1.475001,C7eq,alpha_prime,1,0.5
npbc,2951,2954,prod,1975500,1.475001,prod,1977500,1.477001,alpha_prime,C7eq,4,2.0
npbc,2955,2955,prod,1977500,1.477001,prod,1978000,1.477501,C7eq,alpha_prime,1,0.5
npbc,2956,2956,prod,1978000,1.477501,prod,1978500,1.478001,alpha_prime,C7eq,1,0.5
npbc,2957,2957,prod,1978500,1.478001,prod,1979000,1.478501,C7eq,alpha_prime,1,0.5
npbc,2958,2958,prod,1979000,1.478501,prod,1979500,1.479001,alpha_prime,alphaR,1,0.5
npbc,2959,2959,prod,1979500,1.479001,prod,1980000,1.479501,alphaR,alpha_prime,1,0.5
npbc,2960,2960,prod,1980000,1.479501,prod,1980500,1.4800010000000001,alpha_prime,C7eq,1,0.5
npbc,2961,2961,prod,1980500,1.4800010000000001,prod,1981000,1.4805009999999998,C7eq,alpha_prime,1,0.5
npbc,2962,2962,prod,1981000,1.4805009999999998,prod,1981500,1.481001,alpha_prime,C7eq,1,0.5
npbc,2963,2974,prod,1981500,1.481001,prod,1987500,1.487001,C7eq,alpha_prime,12,6.0
npbc,2975,2982,prod,1987500,1.487001,prod,1991500,1.491001,alpha_prime,C7eq,8,4.0
npbc,2983,2983,prod,1991500,1.491001,prod,1992000,1.491501,C7eq,alpha_prime,1,0.5
npbc,2984,2992,prod,1992000,1.491501,prod,1996500,1.4960010000000001,alpha_prime,C7eq,9,4.5
npbc,2993,2993,prod,1996500,1.4960010000000001,prod,1997000,1.4965009999999999,C7eq,alpha_prime,1,0.5
npbc,2994,3024,prod,1997000,1.4965009999999999,prod,2012500,1.5120010000000002,alpha_prime,C7eq,31,15.5
npbc,3025,3025,prod,2012500,1.5120010000000002,prod,2013000,1.5125009999999999,C7eq,alpha_prime,1,0.5
npbc,3026,3027,prod,2013000,1.5125009999999999,prod,2014000,1.5135009999999998,alpha_prime,C7eq,2,1.0
npbc,3028,3028,prod,2014000,1.5135009999999998,prod,2014500,1.514001,C7eq,alpha_prime,1,0.5
npbc,3029,3055,prod,2014500,1.514001,prod,2028000,1.527501,alpha_prime,C7eq,27,13.5
npbc,3056,3062,prod,2028000,1.527501,prod,2031500,1.5310009999999998,C7eq,alpha_prime,7,3.5
npbc,3063,3064,prod,2031500,1.5310009999999998,prod,2032500,1.5320010000000002,alpha_prime,C7eq,2,1.0
npbc,3065,3082,prod,2032500,1.5320010000000002,prod,2041500,1.541001,C7eq,alpha_prime,18,9.0
npbc,3083,3083,prod,2041500,1.541001,prod,2042000,1.5415009999999998,alpha_prime,C7eq,1,0.5
npbc,3084,3084,prod,2042000,1.5415009999999998,prod,2042500,1.542001,C7eq,alpha_prime,1,0.5
npbc,3085,3110,prod,2042500,1.542001,prod,2055500,1.5550009999999999,alpha_prime,C7eq,26,13.0
npbc,3111,3112,prod,2055500,1.5550009999999999,prod,2056500,1.5560010000000002,C7eq,alpha_prime,2,1.0
npbc,3113,3117,prod,2056500,1.5560010000000002,prod,2059000,1.5585010000000001,alpha_prime,C7eq,5,2.5
npbc,3118,3118,prod,2059000,1.5585010000000001,prod,2059500,1.5590009999999999,C7eq,alpha_prime,1,0.5
npbc,3119,3125,prod,2059500,1.5590009999999999,prod,2063000,1.5625010000000001,alpha_prime,C7eq,7,3.5
npbc,3126,3126,prod,2063000,1.5625010000000001,prod,2063500,1.5630009999999999,C7eq,alpha_prime,1,0.5
npbc,3127,3127,prod,2063500,1.5630009999999999,prod,2064000,1.563501,alpha_prime,PPII,1,0.5
npbc,3128,3129,prod,2064000,1.563501,prod,2065000,1.564501,PPII,C7eq,2,1.0
npbc,3130,3131,prod,2065000,1.564501,prod,2066000,1.5655009999999998,C7eq,alpha_prime,2,1.0
npbc,3132,3134,prod,2066000,1.5655009999999998,prod,2067500,1.5670009999999999,alpha_prime,C7eq,3,1.5
npbc,3135,3135,prod,2067500,1.5670009999999999,prod,2068000,1.567501,C7eq,alpha_prime,1,0.5
npbc,3136,3136,prod,2068000,1.567501,prod,2068500,1.5680010000000002,alpha_prime,C7eq,1,0.5
npbc,3137,3139,prod,2068500,1.5680010000000002,prod,2070000,1.5695009999999998,C7eq,alpha_prime,3,1.5
npbc,3140,3140,prod,2070000,1.5695009999999998,prod,2070500,1.570001,alpha_prime,C7eq,1,0.5
npbc,3141,3142,prod,2070500,1.570001,prod,2071500,1.5710009999999999,C7eq,alpha_prime,2,1.0
npbc,3143,3146,prod,2071500,1.5710009999999999,prod,2073500,1.573001,alpha_prime,C7eq,4,2.0
npbc,3147,3147,prod,2073500,1.573001,prod,2074000,1.5735009999999998,C7eq,alpha_prime,1,0.5
npbc,3148,3188,prod,2074000,1.5735009999999998,prod,2094500,1.594001,alpha_prime,C7eq,41,20.5
npbc,3189,3191,prod,2094500,1.594001,prod,2096000,1.595501,C7eq,PPII,3,1.5
npbc,3192,3192,prod,2096000,1.595501,prod,2096500,1.5960009999999998,PPII,alpha_prime,1,0.5
npbc,3193,3193,prod,2096500,1.5960009999999998,prod,2097000,1.596501,alpha_prime,C7eq,1,0.5
npbc,3194,3195,prod,2097000,1.596501,prod,2098000,1.5975009999999998,C7eq,alpha_prime,2,1.0
npbc,3196,3206,prod,2098000,1.5975009999999998,prod,2103500,1.603001,alpha_prime,PPII,11,5.5
npbc,3207,3208,prod,2103500,1.603001,prod,2104500,1.6040009999999998,PPII,alpha_prime,2,1.0
npbc,3209,3210,prod,2104500,1.6040009999999998,prod,2105500,1.6050010000000001,alpha_prime,C7eq,2,1.0
npbc,3211,3211,prod,2105500,1.6050010000000001,prod,2106000,1.6055009999999998,C7eq,C5,1,0.5
npbc,3212,3212,prod,2106000,1.6055009999999998,prod,2106500,1.606001,C5,C7eq,1,0.5
npbc,3213,3219,prod,2106500,1.606001,prod,2110000,1.6095009999999998,C7eq,alpha_prime,7,3.5
npbc,3220,3221,prod,2110000,1.6095009999999998,prod,2111000,1.6105010000000002,alpha_prime,C7eq,2,1.0
npbc,3222,3224,prod,2111000,1.6105010000000002,prod,2112500,1.6120009999999998,C7eq,alpha_prime,3,1.5
npbc,3225,3240,prod,2112500,1.6120009999999998,prod,2120500,1.6200009999999998,alpha_prime,C7eq,16,8.0
npbc,3241,3245,prod,2120500,1.6200009999999998,prod,2123000,1.6225010000000002,C7eq,alphaR,5,2.5
npbc,3246,3246,prod,2123000,1.6225010000000002,prod,2123500,1.623001,alphaR,alpha_prime,1,0.5
npbc,3247,3247,prod,2123500,1.623001,prod,2124000,1.623501,alpha_prime,C7eq,1,0.5
npbc,3248,3251,prod,2124000,1.623501,prod,2126000,1.6255009999999999,C7eq,alpha_prime,4,2.0
npbc,3252,3252,prod,2126000,1.6255009999999999,prod,2126500,1.626001,alpha_prime,C7eq,1,0.5
npbc,3253,3259,prod,2126500,1.626001,prod,2130000,1.6295009999999999,C7eq,alpha_prime,7,3.5
npbc,3260,3260,prod,2130000,1.6295009999999999,prod,2130500,1.630001,alpha_prime,C7eq,1,0.5
npbc,3261,3261,prod,2130500,1.630001,prod,2131000,1.6305009999999998,C7eq,alpha_prime,1,0.5
npbc,3262,3265,prod,2131000,1.6305009999999998,prod,2133000,1.632501,alpha_prime,C7eq,4,2.0
npbc,3266,3266,prod,2133000,1.632501,prod,2133500,1.6330010000000001,C7eq,alpha_prime,1,0.5
npbc,3267,3298,prod,2133500,1.6330010000000001,prod,2149500,1.6490010000000002,alpha_prime,C7eq,32,16.0
npbc,3299,3304,prod,2149500,1.6490010000000002,prod,2152500,1.6520009999999998,C7eq,alpha_prime,6,3.0
npbc,3305,3305,prod,2152500,1.6520009999999998,prod,2153000,1.652501,alpha_prime,C7eq,1,0.5
npbc,3306,3307,prod,2153000,1.652501,prod,2154000,1.6535009999999999,C7eq,alpha_prime,2,1.0
npbc,3308,3308,prod,2154000,1.6535009999999999,prod,2154500,1.654001,alpha_prime,C7eq,1,0.5
npbc,3309,3309,prod,2154500,1.654001,prod,2155000,1.6545009999999998,C7eq,alpha_prime,1,0.5
npbc,3310,3310,prod,2155000,1.6545009999999998,prod,2155500,1.655001,alpha_prime,C7eq,1,0.5
npbc,3311,3312,prod,2155500,1.655001,prod,2156500,1.6560009999999998,C7eq,alpha_prime,2,1.0
npbc,3313,3313,prod,2156500,1.6560009999999998,prod,2157000,1.656501,alpha_prime,C7eq,1,0.5
npbc,3314,3342,prod,2157000,1.656501,prod,2171500,1.671001,C7eq,alphaL,29,14.5
npbc,3343,3343,prod,2171500,1.671001,prod,2172000,1.6715010000000001,alphaL,C7eq,1,0.5
npbc,3344,3356,prod,2172000,1.6715010000000001,prod,2178500,1.678001,C7eq,alpha_prime,13,6.5
npbc,3357,3357,prod,2178500,1.678001,prod,2179000,1.6785009999999998,alpha_prime,C7eq,1,0.5
npbc,3358,3362,prod,2179000,1.6785009999999998,prod,2181500,1.6810010000000002,C7eq,PPII,5,2.5
npbc,3363,3363,prod,2181500,1.6810010000000002,prod,2182000,1.681501,PPII,C5,1,0.5
npbc,3364,3474,prod,2182000,1.681501,prod,2237500,1.7370009999999998,C5,PPII,111,55.5
npbc,3475,3475,prod,2237500,1.7370009999999998,prod,2238000,1.737501,PPII,C5,1,0.5
npbc,3476,3542,prod,2238000,1.737501,prod,2271500,1.771001,C5,PPII,67,33.5
npbc,3543,3543,prod,2271500,1.771001,prod,2272000,1.7715009999999998,PPII,C5,1,0.5
npbc,3544,3713,prod,2272000,1.7715009999999998,prod,2357000,1.8565010000000002,C5,alpha_prime,170,85.0
npbc,3714,3715,prod,2357000,1.8565010000000002,prod,2358000,1.857501,alpha_prime,C7eq,2,1.0
npbc,3716,3717,prod,2358000,1.857501,prod,2359000,1.858501,C7eq,alpha_prime,2,1.0
npbc,3718,3719,prod,2359000,1.858501,prod,2360000,1.8595009999999998,alpha_prime,C7eq,2,1.0
npbc,3720,3723,prod,2360000,1.8595009999999998,prod,2362000,1.861501,C7eq,alpha_prime,4,2.0
npbc,3724,3726,prod,2362000,1.861501,prod,2363500,1.8630010000000001,alpha_prime,C7eq,3,1.5
npbc,3727,3727,prod,2363500,1.8630010000000001,prod,2364000,1.8635009999999999,C7eq,alpha_prime,1,0.5
npbc,3728,3728,prod,2364000,1.8635009999999999,prod,2364500,1.864001,alpha_prime,PPII,1,0.5
npbc,3729,3729,prod,2364500,1.864001,prod,2365000,1.8645010000000002,PPII,C7eq,1,0.5
npbc,3730,3731,prod,2365000,1.8645010000000002,prod,2366000,1.865501,C7eq,PPII,2,1.0
npbc,3732,3732,prod,2366000,1.865501,prod,2366500,1.8660009999999998,PPII,C5,1,0.5
npbc,3733,3734,prod,2366500,1.8660009999999998,prod,2367500,1.8670010000000001,C5,PPII,2,1.0
npbc,3735,3736,prod,2367500,1.8670010000000001,prod,2368500,1.868001,PPII,C5,2,1.0
npbc,3737,3762,prod,2368500,1.868001,prod,2381500,1.881001,C5,alphaR,26,13.0
npbc,3763,3763,prod,2381500,1.881001,prod,2382000,1.881501,alphaR,C5,1,0.5
npbc,3764,4040,prod,2382000,1.881501,prod,2520500,2.020001,C5,C7eq,277,138.5
npbc,4041,4046,prod,2520500,2.020001,prod,2523500,2.023001,C7eq,alpha_prime,6,3.0
npbc,4047,4047,prod,2523500,2.023001,prod,2524000,2.023501,alpha_prime,C7eq,1,0.5
npbc,4048,4048,prod,2524000,2.023501,prod,2524500,2.024001,C7eq,PPII,1,0.5
npbc,4049,4049,prod,2524500,2.024001,prod,2525000,2.024501,PPII,alpha_prime,1,0.5
npbc,4050,4050,prod,2525000,2.024501,prod,2525500,2.025001,alpha_prime,PPII,1,0.5
npbc,4051,4051,prod,2525500,2.025001,prod,2526000,2.0255009999999998,PPII,alpha_prime,1,0.5
npbc,4052,4070,prod,2526000,2.0255009999999998,prod,2535500,2.035001,alpha_prime,C7eq,19,9.5
npbc,4071,4071,prod,2535500,2.035001,prod,2536000,2.035501,C7eq,alpha_prime,1,0.5
npbc,4072,4088,prod,2536000,2.035501,prod,2544500,2.044001,alpha_prime,alphaR,17,8.5
npbc,4089,4096,prod,2544500,2.044001,prod,2548500,2.0480009999999997,alphaR,C7ax,8,4.0
npbc,4097,4097,prod,2548500,2.0480009999999997,prod,2549000,2.048501,C7ax,alphaR,1,0.5
npbc,4098,4109,prod,2549000,2.048501,prod,2555000,2.054501,alphaR,C7eq,12,6.0
npbc,4110,4110,prod,2555000,2.054501,prod,2555500,2.055001,C7eq,alphaR,1,0.5
npbc,4111,4120,prod,2555500,2.055001,prod,2560500,2.0600009999999997,alphaR,C7ax,10,5.0
npbc,4121,4123,prod,2560500,2.0600009999999997,prod,2562000,2.061501,C7ax,PPII,3,1.5
npbc,4124,4124,prod,2562000,2.061501,prod,2562500,2.062001,PPII,alphaR,1,0.5
npbc,4125,4125,prod,2562500,2.062001,prod,2563000,2.062501,alphaR,C7ax,1,0.5
npbc,4126,4132,prod,2563000,2.062501,prod,2566500,2.066001,C7ax,alphaR,7,3.5
npbc,4133,4133,prod,2566500,2.066001,prod,2567000,2.066501,alphaR,C7ax,1,0.5
npbc,4134,4140,prod,2567000,2.066501,prod,2570500,2.070001,C7ax,alphaR,7,3.5
npbc,4141,4141,prod,2570500,2.070001,prod,2571000,2.070501,alphaR,C7ax,1,0.5
npbc,4142,4144,prod,2571000,2.070501,prod,2572500,2.0720009999999998,C7ax,alphaR,3,1.5
npbc,4145,4154,prod,2572500,2.0720009999999998,prod,2577500,2.077001,alphaR,C7ax,10,5.0
npbc,4155,4155,prod,2577500,2.077001,prod,2578000,2.077501,C7ax,alphaR,1,0.5
npbc,4156,4157,prod,2578000,2.077501,prod,2579000,2.078501,alphaR,C7ax,2,1.0
npbc,4158,4159,prod,2579000,2.078501,prod,2580000,2.079501,C7ax,alphaR,2,1.0
npbc,4160,4160,prod,2580000,2.079501,prod,2580500,2.0800009999999998,alphaR,C7ax,1,0.5
npbc,4161,4162,prod,2580500,2.0800009999999998,prod,2581500,2.081001,C7ax,alphaR,2,1.0
npbc,4163,4163,prod,2581500,2.081001,prod,2582000,2.081501,alphaR,C7ax,1,0.5
npbc,4164,4165,prod,2582000,2.081501,prod,2583000,2.082501,C7ax,alphaR,2,1.0
npbc,4166,4166,prod,2583000,2.082501,prod,2583500,2.083001,alphaR,C7ax,1,0.5
npbc,4167,4189,prod,2583500,2.083001,prod,2595000,2.094501,C7ax,alphaL,23,11.5
npbc,4190,4190,prod,2595000,2.094501,prod,2595500,2.095001,alphaL,C7ax,1,0.5
npbc,4191,4252,prod,2595500,2.095001,prod,2626500,2.126001,C7ax,alphaL_C7ax,62,31.0
npbc,4253,4265,prod,2626500,2.126001,prod,2633000,2.132501,alphaL_C7ax,C7ax,13,6.5
npbc,4266,4268,prod,2633000,2.132501,prod,2634500,2.134001,C7ax,alphaL_C7ax,3,1.5
npbc,4269,4282,prod,2634500,2.134001,prod,2641500,2.141001,alphaL_C7ax,alphaL,14,7.0
npbc,4283,4283,prod,2641500,2.141001,prod,2642000,2.141501,alphaL,alphaL_C7ax,1,0.5
npbc,4284,4293,prod,2642000,2.141501,prod,2647000,2.1465009999999998,alphaL_C7ax,C7ax,10,5.0
npbc,4294,4294,prod,2647000,2.1465009999999998,prod,2647500,2.147001,C7ax,alphaL_C7ax,1,0.5
npbc,4295,4298,prod,2647500,2.147001,prod,2649500,2.149001,alphaL_C7ax,C7ax,4,2.0
npbc,4299,4300,prod,2649500,2.149001,prod,2650500,2.150001,C7ax,alphaL_C7ax,2,1.0
npbc,4301,4301,prod,2650500,2.150001,prod,2651000,2.1505009999999998,alphaL_C7ax,C7ax,1,0.5
npbc,4302,4383,prod,2651000,2.1505009999999998,prod,2692000,2.191501,C7ax,alphaL,82,41.0
npbc,4384,4384,prod,2692000,2.191501,prod,2692500,2.192001,alphaL,C7ax,1,0.5
npbc,4385,4447,prod,2692500,2.192001,prod,2724000,2.223501,C7ax,alphaL,63,31.5
npbc,4448,4448,prod,2724000,2.223501,prod,2724500,2.224001,alphaL,C7ax,1,0.5
npbc,4449,4486,prod,2724500,2.224001,prod,2743500,2.243001,C7ax,alphaL,38,19.0
npbc,4487,4487,prod,2743500,2.243001,prod,2744000,2.2435009999999997,alphaL,C7ax,1,0.5
npbc,4488,4677,prod,2744000,2.2435009999999997,prod,2839000,2.338501,C7ax,alphaL,190,95.0
npbc,4678,4681,prod,2839000,2.338501,prod,2841000,2.340501,alphaL,C7ax,4,2.0
npbc,4682,4699,prod,2841000,2.340501,prod,2850000,2.349501,C7ax,alphaL,18,9.0
npbc,4700,4700,prod,2850000,2.349501,prod,2850500,2.350001,alphaL,C7ax,1,0.5
npbc,4701,4718,prod,2850500,2.350001,prod,2859500,2.359001,C7ax,C5,18,9.0
npbc,4719,4719,prod,2859500,2.359001,prod,2860000,2.359501,C5,C7ax,1,0.5
npbc,4720,4771,prod,2860000,2.359501,prod,2886000,2.385501,C7ax,alphaL_C7ax,52,26.0
npbc,4772,4773,prod,2886000,2.385501,prod,2887000,2.386501,alphaL_C7ax,C7ax,2,1.0
npbc,4774,4774,prod,2887000,2.386501,prod,2887500,2.387001,C7ax,alphaL_C7ax,1,0.5
npbc,4775,4798,prod,2887500,2.387001,prod,2899500,2.399001,alphaL_C7ax,C7ax,24,12.0
npbc,4799,4800,prod,2899500,2.399001,prod,2900500,2.400001,C7ax,alphaL_C7ax,2,1.0
npbc,4801,4805,prod,2900500,2.400001,prod,2903000,2.402501,alphaL_C7ax,C7ax,5,2.5
npbc,4806,4807,prod,2903000,2.402501,prod,2904000,2.403501,C7ax,alphaL_C7ax,2,1.0
npbc,4808,4821,prod,2904000,2.403501,prod,2911000,2.410501,alphaL_C7ax,C7ax,14,7.0
npbc,4822,4825,prod,2911000,2.410501,prod,2913000,2.412501,C7ax,alphaL_C7ax,4,2.0
npbc,4826,4831,prod,2913000,2.412501,prod,2916000,2.415501,alphaL_C7ax,C7ax,6,3.0
npbc,4832,4832,prod,2916000,2.415501,prod,2916500,2.416001,C7ax,alphaL_C7ax,1,0.5
npbc,4833,4951,prod,2916500,2.416001,prod,2976000,2.475501,alphaL_C7ax,alphaL,119,59.5
npbc,4952,4952,prod,2976000,2.475501,prod,2976500,2.476001,alphaL,alphaL_C7ax,1,0.5
npbc,4953,4959,prod,2976500,2.476001,prod,2980000,2.479501,alphaL_C7ax,alphaL,7,3.5
npbc,4960,4961,prod,2980000,2.479501,prod,2981000,2.480501,alphaL,alphaL_C7ax,2,1.0
npbc,4962,4965,prod,2981000,2.480501,prod,2983000,2.482501,alphaL_C7ax,alphaL,4,2.0
npbc,4966,4966,prod,2983000,2.482501,prod,2983500,2.483001,alphaL,alphaL_C7ax,1,0.5
npbc,4967,5071,prod,2983500,2.483001,prod,3036000,2.535501,alphaL_C7ax,C7ax,105,52.5
npbc,5072,5085,prod,3036000,2.535501,prod,3043000,2.542501,C7ax,alphaL_C7ax,14,7.0
npbc,5086,5119,prod,3043000,2.542501,prod,3060000,2.559501,alphaL_C7ax,C7ax,34,17.0
npbc,5120,5120,prod,3060000,2.559501,prod,3060500,2.560001,C7ax,alphaL_C7ax,1,0.5
npbc,5121,5153,prod,3060500,2.560001,prod,3077000,2.576501,alphaL_C7ax,alphaL,33,16.5
npbc,5154,5154,prod,3077000,2.576501,prod,3077500,2.577001,alphaL,alphaL_C7ax,1,0.5
npbc,5155,5157,prod,3077500,2.577001,prod,3079000,2.578501,alphaL_C7ax,alphaL,3,1.5
npbc,5158,5158,prod,3079000,2.578501,prod,3079500,2.579001,alphaL,alphaL_C7ax,1,0.5
npbc,5159,5265,prod,3079500,2.579001,prod,3133000,2.632501,alphaL_C7ax,alphaL,107,53.5
npbc,5266,5268,prod,3133000,2.632501,prod,3134500,2.634001,alphaL,alphaL_C7ax,3,1.5
npbc,5269,5271,prod,3134500,2.634001,prod,3136000,2.635501,alphaL_C7ax,alphaL,3,1.5
npbc,5272,5273,prod,3136000,2.635501,prod,3137000,2.636501,alphaL,alphaL_C7ax,2,1.0
npbc,5274,5460,prod,3137000,2.636501,prod,3230500,2.730001,alphaL_C7ax,C7ax,187,93.5
npbc,5461,5461,prod,3230500,2.730001,prod,3231000,2.730501,C7ax,alphaL_C7ax,1,0.5
npbc,5462,5474,prod,3231000,2.730501,prod,3237500,2.7370010000000002,alphaL_C7ax,C7ax,13,6.5
npbc,5475,5475,prod,3237500,2.7370010000000002,prod,3238000,2.737501,C7ax,alphaL_C7ax,1,0.5
npbc,5476,5486,prod,3238000,2.737501,prod,3243500,2.743001,alphaL_C7ax,alphaL,11,5.5
npbc,5487,5487,prod,3243500,2.743001,prod,3244000,2.743501,alphaL,alphaL_C7ax,1,0.5
npbc,5488,5625,prod,3244000,2.743501,prod,3313000,2.812501,alphaL_C7ax,C7ax,138,69.0
npbc,5626,5667,prod,3313000,2.812501,prod,3334000,2.833501,C7ax,alphaL,42,21.0
npbc,5668,5668,prod,3334000,2.833501,prod,3334500,2.834001,alphaL,C7ax,1,0.5
npbc,5669,5763,prod,3334500,2.834001,prod,3382000,2.881501,C7ax,alphaR,95,47.5
npbc,5764,5764,prod,3382000,2.881501,prod,3382500,2.882001,alphaR,C5,1,0.5
npbc,5765,5765,prod,3382500,2.882001,prod,3383000,2.882501,C5,C7ax,1,0.5
npbc,5766,5795,prod,3383000,2.882501,prod,3398000,2.897501,C7ax,alphaR,30,15.0
npbc,5796,5798,prod,3398000,2.897501,prod,3399500,2.899001,alphaR,C7ax,3,1.5
npbc,5799,5809,prod,3399500,2.899001,prod,3405000,2.904501,C7ax,alphaR,11,5.5
npbc,5810,5810,prod,3405000,2.904501,prod,3405500,2.905001,alphaR,C7ax,1,0.5
npbc,5811,5823,prod,3405500,2.905001,prod,3412000,2.911501,C7ax,alphaR,13,6.5
npbc,5824,5830,prod,3412000,2.911501,prod,3415500,2.915001,alphaR,alpha_prime,7,3.5
npbc,5831,5881,prod,3415500,2.915001,prod,3441000,2.940501,alpha_prime,C7eq,51,25.5
npbc,5882,5882,prod,3441000,2.940501,prod,3441500,2.941001,C7eq,alpha_prime,1,0.5
npbc,5883,5909,prod,3441500,2.941001,prod,3455000,2.954501,alpha_prime,alphaR,27,13.5
npbc,5910,5910,prod,3455000,2.954501,prod,3455500,2.955001,alphaR,alpha_prime,1,0.5
npbc,5911,6002,prod,3455500,2.955001,prod,3501500,3.001001,alpha_prime,C7eq,92,46.0
npbc,6003,6003,prod,3501500,3.001001,prod,3502000,3.001501,C7eq,alpha_prime,1,0.5
npbc,6004,6024,prod,3502000,3.001501,prod,3512500,3.012001,alpha_prime,C7eq,21,10.5
npbc,6025,6030,prod,3512500,3.012001,prod,3515500,3.015001,C7eq,alphaR,6,3.0
npbc,6031,6031,prod,3515500,3.015001,prod,3516000,3.015501,alphaR,C7eq,1,0.5
npbc,6032,6041,prod,3516000,3.015501,prod,3521000,3.020501,C7eq,alpha_prime,10,5.0
npbc,6042,6042,prod,3521000,3.020501,prod,3521500,3.021001,alpha_prime,C7eq,1,0.5
npbc,6043,6078,prod,3521500,3.021001,prod,3539500,3.039001,C7eq,alpha_prime,36,18.0
npbc,6079,6079,prod,3539500,3.039001,prod,3540000,3.039501,alpha_prime,C7eq,1,0.5
