class,npbc_mean_ps,npbc_median_ps,npbc_std_ps,pbc_mean_ps,pbc_median_ps,pbc_std_ps,delta_mean_npbc_minus_pbc_ps
solute_to_water,12.708333333333334,10.0,5.640059379104614,12.3989898989899,10.0,5.282155197840644,0.30934343434343425
water_to_solute,13.015332197614992,10.0,6.471507755898058,13.758680555555555,10.0,7.434913832473294,-0.7433483579405635
all,12.93966623876765,10.0,6.276457353351648,13.410852713178295,10.0,6.971671261425599,-0.4711864744106453
