lag_frame,lag_ps,acf_phi_npbc,acf_phi_pbc,acf_psi_npbc,acf_psi_pbc
0,0.0,1.0,1.0,1.0,1.0
1,10.0,0.9484000051301856,0.9481056342374093,0.9385129901639313,0.9455715042919983
2,20.0,0.9389293730191127,0.9386913676657138,0.920033717846756,0.9324855752630599
3,30.0,0.9314897189333611,0.9292419560479295,0.9049494376946012,0.9203559968701979
4,40.0,0.9241245231883808,0.9208130795059168,0.8925772878111623,0.9095784543707899
5,50.0,0.9181734619899349,0.915208549971512,0.8814915761068107,0.899850903034083
6,60.0,0.912947168077214,0.9101094790650041,0.8697215602639672,0.8911296875069128
7,70.0,0.9090855661399968,0.9047204797496083,0.8590547764107574,0.882216241349016
8,80.0,0.90496059167104,0.9000283427046399,0.8513945760408027,0.8747103384903212
9,90.0,0.9005888370714266,0.8956165231901225,0.8438202916383872,0.8672318872694377
10,100.0,0.8958733377161469,0.8909801199087949,0.8363268337859099,0.8599346107068132
11,110.0,0.8931682787895131,0.8869316849644076,0.8290907970087368,0.8535690782270385
12,120.0,0.8910995944550111,0.8820905077403886,0.82190080641644,0.8470947922737636
13,130.0,0.888939025003759,0.8788686983285525,0.8138666552139687,0.8428966774596303
14,140.0,0.8849251884010694,0.8760787477927807,0.8067913982442015,0.8381900086042072
15,150.0,0.8826712961813886,0.8730322977899494,0.8002245021978959,0.8351288940782782
16,160.0,0.8804815681452871,0.8698100032041882,0.7945050658551026,0.8296026601469946
17,170.0,0.878863005693024,0.8666420876533073,0.7888490338766938,0.8254669428305896
18,180.0,0.8786195863045254,0.8644458361002173,0.783146117965832,0.8215375270022642
19,190.0,0.8768898331071733,0.8621799165641223,0.7778564882942784,0.8167475318158092
20,200.0,0.8754457564751532,0.8602537923772545,0.7734951495918067,0.8131424862909895
21,210.0,0.8740688356697316,0.8582174134452107,0.7681198660162865,0.8091142627551626
22,220.0,0.8717051610007431,0.855194581151714,0.7623337454593733,0.8054888501066135
23,230.0,0.8690783619756979,0.8529936226433769,0.7570259727494083,0.8008443007114678
24,240.0,0.8680908630121323,0.8494323035930342,0.7514685912376772,0.7957909453892793
25,250.0,0.8669198255915875,0.8477827367455683,0.7464469677976452,0.7909321498844064
26,260.0,0.8660895372275159,0.8468249640994249,0.7408213967027735,0.7864859384090798
27,270.0,0.8645945174442103,0.8460359546041223,0.735117600181926,0.7834101962912369
28,280.0,0.8631019353370056,0.8448560798267533,0.7301339522420426,0.7793094312919994
29,290.0,0.8629676621978405,0.8436199756443473,0.7252178027129934,0.776254704083795
30,300.0,0.8623483193249497,0.8409756681005474,0.720318298435976,0.7734355159299612
31,310.0,0.8616766607265917,0.8405430837862742,0.7164774831347259,0.7704457144393826
32,320.0,0.8601711968897947,0.8388937513752985,0.7133823583073045,0.7680651320230422
33,330.0,0.8593056615594092,0.8372129791154409,0.7095948665974531,0.7646593342066036
34,340.0,0.8579414840997608,0.8345997324938748,0.7052910845051661,0.762361390683995
35,350.0,0.8568751877993338,0.8328843214663411,0.7008996397145805,0.7606680386493826
36,360.0,0.8562981122170243,0.8329211685005389,0.6982281909500491,0.7589222724498157
37,370.0,0.8540228086165288,0.8322385136979494,0.6949188037632469,0.7572524748923757
38,380.0,0.8540341529794414,0.8308357680210153,0.6919842627241681,0.7540242723172561
39,390.0,0.8526513399365311,0.8298128771918007,0.6895718347912445,0.7519286117924846
40,400.0,0.8522746525255273,0.8282202136995821,0.6870801160888936,0.7489416262809757
41,410.0,0.8495536043226338,0.8272320733666686,0.68419062392565,0.7462256596016511
42,420.0,0.8484171483371263,0.8253915776467193,0.6798948335165619,0.7448207312259463
43,430.0,0.8484456942611083,0.8241185335346216,0.6774676535559526,0.7426999243174172
44,440.0,0.8468189641020102,0.8229895942101162,0.6738981422301843,0.7401796420002982
45,450.0,0.8453962990428052,0.822087371259983,0.6707225237616886,0.7364317529658778
46,460.0,0.8444884436079405,0.8220638936328153,0.6672424258325735,0.7340991787571788
47,470.0,0.8439190385614158,0.820406071315034,0.6640872529219422,0.7322708565842629
48,480.0,0.8432345828713409,0.8200070307450241,0.661515292777171,0.7303039010695878
49,490.0,0.8421591599453406,0.8204122394746085,0.6586935454360103,0.728384580043469
50,500.0,0.8411738424117374,0.8189265781290199,0.6563838455323194,0.7267810644846171
51,510.0,0.8395180193031629,0.8181219470373389,0.6529269729027304,0.7257159874626808
52,520.0,0.8382923098641362,0.8181040171741236,0.6499367813679621,0.7236571813537357
53,530.0,0.8381337300600754,0.8170181673070249,0.6489625931211932,0.7208808477221714
54,540.0,0.8373158034342407,0.8163923870844083,0.6469685166360146,0.7183143819728844
55,550.0,0.8360028762817147,0.8168475603546199,0.6449339931132004,0.7155568885540773
