frame,step,time_ns,n_shell1,n_shell2
331,3810000,3.31,12,33
332,3820000,3.3200000000000003,16,30
333,3830000,3.33,13,32
334,3840000,3.34,18,26
335,3850000,3.35,14,29
336,3860000,3.36,13,30
337,3870000,3.37,15,30
338,3880000,3.38,18,25
339,3890000,3.39,15,28
340,3900000,3.4,12,32
341,3910000,3.41,14,29
342,3920000,3.42,17,25
343,3930000,3.43,18,26
344,3940000,3.44,10,31
345,3950000,3.45,11,30
346,3960000,3.46,16,27
347,3970000,3.47,14,26
348,3980000,3.48,15,27
349,3990000,3.49,12,31
350,4000000,3.5,18,26
351,4010000,3.5100000000000002,10,34
352,4020000,3.52,15,28
353,4030000,3.5300000000000002,12,32
354,4040000,3.54,12,34
355,4050000,3.5500000000000003,16,27
356,4060000,3.56,10,33
357,4070000,3.5700000000000003,14,27
358,4080000,3.58,15,26
359,4090000,3.59,14,33
360,4100000,3.6,12,33
361,4110000,3.61,12,32
362,4120000,3.62,14,30
363,4130000,3.63,21,23
364,4140000,3.64,15,31
365,4150000,3.65,18,30
366,4160000,3.66,17,23
367,4170000,3.67,14,26
368,4180000,3.68,14,31
369,4190000,3.69,13,31
370,4200000,3.7,11,31
371,4210000,3.71,15,28
372,4220000,3.72,11,31
373,4230000,3.73,15,27
374,4240000,3.74,15,28
375,4250000,3.75,15,31
376,4260000,3.7600000000000002,14,30
377,4270000,3.77,15,30
378,4280000,3.7800000000000002,15,25
379,4290000,3.79,11,31
380,4300000,3.8000000000000003,15,27
381,4310000,3.81,14,32
382,4320000,3.8200000000000003,15,31
383,4330000,3.83,17,25
384,4340000,3.84,14,30
385,4350000,3.85,13,31
386,4360000,3.86,17,23
387,4370000,3.87,11,30
388,4380000,3.88,10,32
389,4390000,3.89,19,24
390,4400000,3.9,10,36
391,4410000,3.91,14,32
392,4420000,3.92,14,31
393,4430000,3.93,17,29
394,4440000,3.94,14,29
395,4450000,3.95,12,34
396,4460000,3.96,15,31
397,4470000,3.97,12,31
398,4480000,3.98,16,27
399,4490000,3.99,16,27
400,4500000,4.0,17,29
401,4510000,4.01,16,27
402,4520000,4.0200000000000005,15,30
403,4530000,4.03,17,27
404,4540000,4.04,13,32
405,4550000,4.05,16,29
406,4560000,4.0600000000000005,18,25
407,4570000,4.07,17,25
408,4580000,4.08,13,31
409,4590000,4.09,12,29
410,4600000,4.1,15,24
411,4610000,4.11,13,28
412,4620000,4.12,15,32
413,4630000,4.13,14,30
414,4640000,4.14,13,32
415,4650000,4.15,14,29
416,4660000,4.16,17,24
417,4670000,4.17,13,29
418,4680000,4.18,17,28
419,4690000,4.19,16,29
420,4700000,4.2,11,35
421,4710000,4.21,10,31
422,4720000,4.22,15,28
423,4730000,4.23,14,31
424,4740000,4.24,13,28
425,4750000,4.25,13,30
426,4760000,4.26,15,32
427,4770000,4.2700000000000005,15,28
428,4780000,4.28,16,27
429,4790000,4.29,15,27
430,4800000,4.3,15,27
431,4810000,4.3100000000000005,12,34
432,4820000,4.32,13,34
433,4830000,4.33,16,29
434,4840000,4.34,15,30
435,4850000,4.3500000000000005,16,26
436,4860000,4.36,13,31
437,4870000,4.37,13,34
438,4880000,4.38,15,26
439,4890000,4.39,15,23
440,4900000,4.4,11,34
441,4910000,4.41,15,28
442,4920000,4.42,18,21
443,4930000,4.43,13,28
444,4940000,4.44,11,31
445,4950000,4.45,15,26
446,4960000,4.46,10,36
447,4970000,4.47,15,29
448,4980000,4.48,11,35
449,4990000,4.49,17,24
450,5000000,4.5,17,26
451,5010000,4.51,15,28
452,5020000,4.5200000000000005,16,26
453,5030000,4.53,17,25
454,5040000,4.54,16,27
455,5050000,4.55,13,31
456,5060000,4.5600000000000005,19,25
457,5070000,4.57,15,31
458,5080000,4.58,16,28
459,5090000,4.59,13,32
460,5100000,4.6000000000000005,16,26
461,5110000,4.61,14,30
462,5120000,4.62,8,35
463,5130000,4.63,16,25
464,5140000,4.64,17,29
465,5150000,4.65,12,35
466,5160000,4.66,15,33
467,5170000,4.67,19,25
468,5180000,4.68,20,24
469,5190000,4.69,11,33
470,5200000,4.7,16,25
471,5210000,4.71,16,26
472,5220000,4.72,11,32
473,5230000,4.73,14,31
474,5240000,4.74,11,33
475,5250000,4.75,14,29
476,5260000,4.76,9,32
477,5270000,4.7700000000000005,16,24
478,5280000,4.78,12,29
479,5290000,4.79,15,32
480,5300000,4.8,16,29
481,5310000,4.8100000000000005,14,29
482,5320000,4.82,11,32
483,5330000,4.83,15,25
484,5340000,4.84,14,32
485,5350000,4.8500000000000005,13,27
486,5360000,4.86,12,33
487,5370000,4.87,13,33
488,5380000,4.88,18,23
489,5390000,4.89,14,35
