lag_frame,lag_ps,acf_phi_npbc,acf_phi_pbc,acf_psi_npbc,acf_psi_pbc
33,330.0,0.8272762325740414,0.829969111872779,0.7299510957082873,0.6855066805265189
34,340.0,0.8247863261257286,0.8286803599863799,0.7259768704225957,0.6798522892726416
35,350.0,0.8217932791971166,0.8280163879219398,0.7219563697492862,0.6755271392371528
36,360.0,0.8208064410395027,0.8266928490706767,0.7175529937766132,0.6705377591811464
37,370.0,0.8205391370815602,0.8252081049376057,0.7136789529126863,0.6672982666573655
38,380.0,0.8199361253037525,0.823358492365192,0.7085332516431214,0.6640194814672501
39,390.0,0.8193038857259769,0.8234888512618187,0.7053242150372044,0.6597883334926408
40,400.0,0.8176370527642819,0.8231837410286678,0.7007701581179369,0.6552993985605454
41,410.0,0.8173930663811511,0.8227329754350762,0.6982019340204837,0.65057024848655
42,420.0,0.8177313715223598,0.8232335513107699,0.6941629773419724,0.6475830996477365
43,430.0,0.8171200382034481,0.8231357894082528,0.690259773775823,0.6435601165490736
44,440.0,0.8174549998757477,0.8225183532765561,0.6879963081797721,0.6389952324841072
45,450.0,0.8164320963929181,0.8218226654496235,0.6843423670546525,0.6346527744206527
46,460.0,0.8162050783053668,0.8213832641651249,0.6813378738738601,0.6315798013225217
47,470.0,0.8144250241021631,0.8199022986946973,0.6791112737772202,0.6278406272704208
48,480.0,0.8140467289537998,0.8194267668138728,0.6772428024143918,0.6249492526516197
49,490.0,0.8136081172929314,0.8184948788904957,0.6741678839186452,0.6217229623054245
50,500.0,0.8128286329589011,0.8178487881552617,0.6704209446870428,0.6178589417319514
51,510.0,0.810838710477009,0.817950756457258,0.6673901817837951,0.613485363664585
52,520.0,0.8090741000249321,0.8167441601955518,0.665124283080601,0.6099904921993969
53,530.0,0.8092394808098763,0.816180585165986,0.6628344832713169,0.6071207946827962
54,540.0,0.8088750063608763,0.8157428722097134,0.6596089552544547,0.6032939082972909
55,550.0,0.8081619276990651,0.8153380632093367,0.656511195303548,0.6009299743516359
56,560.0,0.807970613934112,0.814805377147797,0.654573179130144,0.597845520306767
57,570.0,0.8071426811132688,0.8147372701106248,0.6525962308112323,0.5950904689387824
58,580.0,0.806429241902018,0.8151548893960322,0.6509037327273269,0.5911854425738128
59,590.0,0.8053772597822814,0.8151711843647511,0.6486536920991794,0.5881694185972092
60,600.0,0.8039875954749942,0.815162549617265,0.6461782253282876,0.5863196674191238
61,610.0,0.8040728086469778,0.8147321862866487,0.6449203325392423,0.5834273366325939
62,620.0,0.8040430131328632,0.814691132077837,0.642140317247652,0.580740372249246
63,630.0,0.8041249488272153,0.8152875743833721,0.6398152687541018,0.5792618489893144
64,640.0,0.8030451437015915,0.8142681131041531,0.6372926131035836,0.5765283276471916
65,650.0,0.802119089564577,0.8140120595558399,0.6354652923369121,0.5749527820015174
66,660.0,0.802326180947658,0.8138863616097874,0.632946152797953,0.5727760715222787
67,670.0,0.8013985589528599,0.8149193937575486,0.6308010376808378,0.5699213734647135
68,680.0,0.800447982268886,0.8144791566739719,0.6273473105003899,0.5676766958062458
69,690.0,0.8000084695226378,0.8145725846461283,0.6252377831059437,0.5656660112288564
70,700.0,0.7984041277140014,0.8135905175935109,0.6234230927767095,0.5643141523028327
71,710.0,0.7971090766178995,0.8129712872883482,0.6203830265319453,0.5608587624545944
72,720.0,0.7965058118124432,0.8136390161288547,0.6172052573818245,0.5587924844606044
73,730.0,0.7961790550845239,0.8126538591381735,0.6145479474640646,0.5561291429871312
74,740.0,0.7953643931200254,0.8136977912354836,0.6119494349701231,0.55386965119712
75,750.0,0.7944242288611439,0.8132895372835853,0.609521608232716,0.5517696883348605
76,760.0,0.7940521123089785,0.8124720525820202,0.6069831690435381,0.5493171586962581
77,770.0,0.7935873274070535,0.8133305589391161,0.6050753538138356,0.5463301935701355
78,780.0,0.7932576885938027,0.8116625983926467,0.6022317803931175,0.5433623031360233
79,790.0,0.7919664201637926,0.8118326943250702,0.5996838479849025,0.5410343169018778
80,800.0,0.7914515468047549,0.8118902248525112,0.5973917291511182,0.5381315802681129
81,810.0,0.7902903832529314,0.8114294864122406,0.5959510838160897,0.5354030787023113
82,820.0,0.7895469931643444,0.812129750999896,0.5943422808845394,0.533274709840569
83,830.0,0.7892597029026217,0.8119072525218813,0.5935782152333656,0.5303045330331215
84,840.0,0.7879554475570552,0.8115445641334085,0.5915584345891053,0.5280814215282846
85,850.0,0.7882662134544205,0.8119572705852776,0.5900680291873419,0.5254075874548368
86,860.0,0.7875777124940068,0.8109406461944548,0.5883654744933704,0.5214161741164492
87,870.0,0.7866811362317511,0.8097216749452166,0.5858640522271917,0.5195093402868446
88,880.0,0.7848902612461492,0.8101170672736738,0.5840437943613698,0.5174705020263892
89,890.0,0.7852344728047013,0.8097830511081547,0.5823686253441214,0.5157221736694444
90,900.0,0.7836255812246922,0.8087547776637353,0.5802468996754437,0.5129413624099832
91,910.0,0.7832882862017454,0.8081485506087398,0.577048698805257,0.5108867388612816
92,920.0,0.7825504161603012,0.8083873117329217,0.5743906129586159,0.5089848695647375
93,930.0,0.7830548219992687,0.8086186775907648,0.5734622761832239,0.5069869684785776
94,940.0,0.7822096934945211,0.8071346341561488,0.5718267981639391,0.5065462420741433
95,950.0,0.7828512626199378,0.8075981882848488,0.5707194569356336,0.503951638046117
96,960.0,0.78071989222837,0.8079265313023212,0.5693761021964936,0.5022693976299505
97,970.0,0.7807132569669102,0.8071777503709415,0.5659668279359888,0.5007185153431436
98,980.0,0.7789247626408337,0.8060336522565122,0.5646850445277061,0.49955214060705544
99,990.0,0.7791155074139295,0.805670988599944,0.5624303378101367,0.4966956283274807
100,1000.0,0.7789574686819173,0.8049660941302423,0.5609682026657385,0.49553717928175
101,1010.0,0.7768279881598458,0.8053766671904138,0.5596869463447701,0.49347269820527523
102,1020.0,0.7769941659960652,0.8049450487148422,0.5573073176299156,0.49159343084839646
103,1030.0,0.7757807724607043,0.8050570657726114,0.5544289967463673,0.4899221304084487
104,1040.0,0.773986743531061,0.8057665013415617,0.5526053883630881,0.48851250863495765
105,1050.0,0.7722689165053908,0.8056953674633232,0.5506557238865232,0.48742922701312097
106,1060.0,0.7739189864561842,0.8045727603646979,0.5481982774044029,0.48638512994660665
107,1070.0,0.7739698969356926,0.8040207603102674,0.5453582011630325,0.4849782627736275
108,1080.0,0.7734871199893881,0.8043331731078505,0.5437784012201163,0.4855936569579444
109,1090.0,0.7734521614264986,0.8026565537876177,0.5413434685461207,0.4840688298518183
110,1100.0,0.7727617002895237,0.8015475837085582,0.5382687464198159,0.4825246610156018
111,1110.0,0.7710261365570752,0.8010758723084497,0.5363334236443932,0.4810224858184413
112,1120.0,0.7698142318269531,0.8020683902767984,0.5333965848183267,0.4793467889519275
113,1130.0,0.7679577278323669,0.8012797305783074,0.5319772807316011,0.47901733006227043
114,1140.0,0.7670691833573174,0.8009132369412252,0.5306250255641387,0.4787409278781083
115,1150.0,0.7658067197890949,0.8008296792291757,0.528557224012682,0.47734084219024797
116,1160.0,0.7646598825954158,0.7992504081911175,0.5275223746079183,0.4765877861548362
117,1170.0,0.7638484683645471,0.7998495924483603,0.5270959518977907,0.4746844720010149
118,1180.0,0.7628835695488929,0.7991286929923569,0.5243640207082093,0.4742627905639917
119,1190.0,0.7619347652962921,0.7981914295261959,0.5207850604142676,0.47359111803787246
120,1200.0,0.7599997721775251,0.7985500808372714,0.5187441099288697,0.4719058126680414
121,1210.0,0.7595913036404792,0.7975876696594405,0.5174192772072302,0.47027784751935153
122,1220.0,0.757511730036515,0.7982891973584786,0.516711432261392,0.4696813613917488
123,1230.0,0.7570180457927311,0.7982411579577331,0.5148734709322176,0.46935020759484786
124,1240.0,0.7553172988844291,0.7970365223640469,0.5116377797692403,0.4675803636834468
125,1250.0,0.7536618717946116,0.7971381786064025,0.5092476595047386,0.4663850583110312
126,1260.0,0.7524689479822645,0.7976476380417837,0.506736256471976,0.46569609682892743
127,1270.0,0.751911131091612,0.7981602481990784,0.5049727958836955,0.46476827092772194
128,1280.0,0.7521403963869505,0.7988219596078778,0.5035890928695078,0.4629850932807236
129,1290.0,0.7508951944084755,0.7986703333648194,0.503250355740372,0.4624535620610591
130,1300.0,0.7522251159611425,0.7978411109463696,0.5023236903851489,0.4601633332361127
131,1310.0,0.7511191302197265,0.7974593799319304,0.5012418142102213,0.45823720431912285
132,1320.0,0.7494709108340405,0.7977467613440639,0.499342865624605,0.4558392159212942
133,1330.0,0.7496381075715762,0.796696867309368,0.49880362045865106,0.4533051023367974
134,1340.0,0.7486148473270352,0.7963852282675372,0.4984371341932796,0.4514300935115922
135,1350.0,0.7497908549903299,0.7975020399535377,0.4978176899455818,0.4493972293666011
136,1360.0,0.748700589133369,0.7975001749309983,0.49609250087643575,0.44770891171371213
137,1370.0,0.7477407001711596,0.7984532716435618,0.494226689651601,0.44703703740755124
138,1380.0,0.747078571357026,0.7984066165032836,0.49195649421805365,0.4456811450755518
139,1390.0,0.7467169122937621,0.7990115774335526,0.49000933596450497,0.44339611164986226
140,1400.0,0.7469880718660006,0.8000476325943447,0.4876843757834707,0.44208938495456845
141,1410.0,0.7474755144001202,0.7990797853654741,0.4861134327794483,0.4400631153701224
142,1420.0,0.7469784298268479,0.7999648104824492,0.4841837082973376,0.43855541384625396
143,1430.0,0.7467064779868073,0.8004181644462891,0.48250031706396695,0.43812762540319844
144,1440.0,0.7464284270606404,0.799518097865106,0.48127550290243126,0.4366902667850088
145,1450.0,0.7466846564063054,0.8008159588000705,0.48027117975089734,0.4355164668061372
146,1460.0,0.7456158882370515,0.8009293607170764,0.4799659668709486,0.4354774260465237
147,1470.0,0.7434882352769208,0.8009619900054394,0.4787627407047402,0.4351141545769814
148,1480.0,0.7424930387047421,0.8008975732657818,0.4783016984385942,0.43424355742328263
149,1490.0,0.7425223795688715,0.8017581019436356,0.47760749803820945,0.43335446966410796
150,1500.0,0.7420055445060609,0.801952778727561,0.47724149253823134,0.4320451071330804
151,1510.0,0.7411067878826337,0.8030333028199663,0.47547857565378765,0.4314225836034465
152,1520.0,0.7398109340425938,0.8024816085044292,0.47521214726497973,0.43046417265522435
153,1530.0,0.7387690232910692,0.802797808624319,0.4733853380381,0.42872639495723863
154,1540.0,0.738550055161805,0.8036058120054456,0.4723718752037161,0.4287409944838522
155,1550.0,0.7394691073337272,0.8030539177605933,0.4706792148122637,0.4292129903142539
156,1560.0,0.7394505510472922,0.803769419501389,0.4698566928655397,0.42925796441714764
157,1570.0,0.739733634709985,0.8048838218119319,0.4676437265686319,0.4283433751948434
158,1580.0,0.7388308191628631,0.8048559382037251,0.46680228229078896,0.42676030190023384
159,1590.0,0.7388258241548639,0.8055276649702201,0.4668709647460821,0.42555591004890425
160,1600.0,0.7384433155673411,0.8046663955184682,0.46578981749258125,0.4246827006486882
161,1610.0,0.7393585066826195,0.8049677814040319,0.46464581841877167,0.4228078676565981
162,1620.0,0.7397052275871713,0.8049824958413463,0.46299571193908207,0.42089067187779344
163,1630.0,0.7397253071360038,0.8052218049223601,0.46165979116383143,0.419424305412714
164,1640.0,0.7396402763311023,0.8041630491463905,0.4601769795579365,0.4186497203828979
165,1650.0,0.7389136487358549,0.8047933601453269,0.4592057997498928,0.41739494957887063
166,1660.0,0.7394581499349564,0.8041397115909075,0.45649315143022884,0.41666140875084795
167,1670.0,0.7388620123506418,0.8034741394570545,0.4552929127052363,0.41569308364319
168,1680.0,0.7385102733843314,0.8034734080598733,0.45357874458477815,0.41436878229666735
169,1690.0,0.7384602561774449,0.803486428576896,0.45246081100157926,0.4126761827074886
170,1700.0,0.738252642768269,0.8032247061996511,0.45100977955806637,0.4107607376690781
171,1710.0,0.7372366949251722,0.8027421128724201,0.449430263428009,0.4093625999551184
172,1720.0,0.7369459805484462,0.8046980252427869,0.44730999696279894,0.40745292641940195
173,1730.0,0.736346624894551,0.8049813578979721,0.44507253874841873,0.4068482888444048
174,1740.0,0.7366316336122257,0.8057028409447181,0.4426928459755807,0.4039349542731238
175,1750.0,0.7360198996649476,0.8048917645536442,0.4412333669431541,0.402020327362044
176,1760.0,0.7362140043769414,0.8052733418024436,0.4394919538272852,0.40069832811935147
177,1770.0,0.7354526567269367,0.8050423654337447,0.43635844044713534,0.40045896111676427
178,1780.0,0.7361573064610886,0.8053488515023539,0.43451414280053435,0.39787866902812946
179,1790.0,0.7353781088327643,0.8043926909852824,0.4324060282408862,0.3954139856291471
180,1800.0,0.734564583904575,0.803446005060251,0.4303204606456365,0.39272914806142356
181,1810.0,0.7356443171987075,0.8033314453965479,0.42892302518035824,0.38976670513871203
182,1820.0,0.7345768631549207,0.8027155295963325,0.4272961727909125,0.3885710651741208
183,1830.0,0.7344616190942264,0.8021208017646394,0.42587617601689626,0.3859999872428158
184,1840.0,0.7337305609167067,0.8019934785525293,0.42256515777162335,0.382293638460199
185,1850.0,0.7348494440354632,0.8023709367458423,0.42060898397461605,0.37993585844195205
186,1860.0,0.7327831545665157,0.8009228772569039,0.417088899678408,0.3777937718666892
187,1870.0,0.7326419030787383,0.800652941365615,0.4141912790774871,0.37549392081991156
188,1880.0,0.7329931172322505,0.8009655415228804,0.4123228737887819,0.3732883867599619
189,1890.0,0.7345007751809388,0.8010333204718949,0.4102897938312872,0.3719495982679418
190,1900.0,0.7330033680829412,0.799939684984643,0.4073503517408363,0.3694476193973373
191,1910.0,0.7323305353720206,0.8010461790406879,0.4063387189708181,0.3676450005129729
192,1920.0,0.7325627591739018,0.8012580991005775,0.4033598111149363,0.3661441936642433
193,1930.0,0.7333470711595014,0.8007903896503191,0.40078800604741677,0.36385372422204587
194,1940.0,0.7319578694767287,0.8008504196679519,0.3999099374862905,0.36247216355960993
195,1950.0,0.7310873595108082,0.8012325934085228,0.39699298768615476,0.3603108196604931
196,1960.0,0.7299915385613769,0.8005674886605085,0.3958805950370869,0.35861579615448663
197,1970.0,0.7308222983367629,0.8007229752715644,0.3941351308871301,0.3564072904640601
198,1980.0,0.7310158603042675,0.7995758394260484,0.3933021830629373,0.3549680390861767
199,1990.0,0.7297877969076725,0.8002957959233112,0.39257005433320435,0.3522240878431728
200,2000.0,0.7290884476841579,0.7983189032830574,0.39066679727345255,0.3495990342780714
201,2010.0,0.7277519653302938,0.7990666693616696,0.3893708953893181,0.349596696493301
202,2020.0,0.7270992161595675,0.7988457589262186,0.3879204031012897,0.3475779461091052
203,2030.0,0.7286583200296896,0.7983173397031108,0.3847488221158258,0.3453970498301471
204,2040.0,0.7276245685307077,0.7986772948080649,0.3833641604537961,0.3443891442111185
205,2050.0,0.7276067228506999,0.7986206656369848,0.3824802005010257,0.3415320967103318
206,2060.0,0.7272506020437021,0.7982083491953978,0.3814201966172339,0.33878694676584864
207,2070.0,0.725668657846402,0.7975451366541138,0.3783998284966692,0.3361957639024151
208,2080.0,0.7253306495497578,0.7968767951388706,0.37625943706742593,0.3341598777268386
209,2090.0,0.7257226197416629,0.7973303510911174,0.37503232615952925,0.33101452913409884
210,2100.0,0.7249426341717572,0.7984132658117665,0.3732145779914706,0.32888499635137225
211,2110.0,0.7249409668275876,0.7992748174999339,0.3710790403872952,0.3267434601877643
212,2120.0,0.72529623861735,0.800140531019179,0.3684396563524773,0.3247861247870145
213,2130.0,0.7253135792588893,0.8009098342566856,0.3667275844636781,0.32239781228353837
214,2140.0,0.7254603607254942,0.8012835477869547,0.36343400664520176,0.31951665553437264
215,2150.0,0.7250612832690283,0.8018758800839759,0.3632318455980711,0.31765736899234676
216,2160.0,0.7229162347459782,0.8029660277571183,0.3615399462656839,0.3151526195310507
217,2170.0,0.7224396257476513,0.8038194980746897,0.36123344345607566,0.31321188419071033
218,2180.0,0.7224314555283776,0.8040114973765077,0.35991014107309577,0.3092054010403185
219,2190.0,0.7220506185201293,0.8034105424345515,0.3575251299112156,0.3087797088115343
220,2200.0,0.7214299153526743,0.8033544422503783,0.3553820801184582,0.3057989334853052
221,2210.0,0.7203942527049114,0.8036235843861042,0.35367289730658596,0.30439684739061484
222,2220.0,0.7202911519276243,0.8036057452940875,0.3520382322757266,0.3020782861342734
223,2230.0,0.7201565532046599,0.8042521847879939,0.3510596901172217,0.29963489552867795
224,2240.0,0.7213397148666101,0.805410896624205,0.35000722143111257,0.2978133369741044
225,2250.0,0.7209901516636685,0.8038946264597547,0.3491396274454659,0.295191944321774
226,2260.0,0.7206764426332192,0.8038567942278314,0.34799531264462397,0.2942461749689596
227,2270.0,0.7215490891362251,0.804182138316665,0.34680721238384243,0.29126548710917205
228,2280.0,0.7212657656983498,0.8045548343211941,0.3457085039448287,0.2894132470486824
229,2290.0,0.7208428286124354,0.8040828134051777,0.3436812751131931,0.28885793334936544
230,2300.0,0.720229766312916,0.804821397688725,0.3413383851468378,0.2865124557346239
231,2310.0,0.7199889510667212,0.8037983491833401,0.33973419543028793,0.2839068401385214
232,2320.0,0.7193988256333614,0.8039907471627998,0.3387582959376578,0.28200526033978174
233,2330.0,0.718890403507006,0.8032700013753882,0.33734476190057194,0.28008971748761025
234,2340.0,0.7174243690245903,0.8034154062031336,0.3347213569199915,0.2785360728221104
235,2350.0,0.7184864709579231,0.803015998561566,0.33337699589064296,0.27613615882457465
236,2360.0,0.7175656649969927,0.8026362798348843,0.33084225013894075,0.2727136457517142
237,2370.0,0.7175094379479331,0.8020869772692245,0.32829474329393954,0.2718907309456847
238,2380.0,0.7168940575562623,0.8012293715990941,0.3254423466934183,0.2695494382182185
239,2390.0,0.7185964425388551,0.8008305777831316,0.3239944228467405,0.2670741962361631
240,2400.0,0.7192650439986095,0.8025236613182306,0.32225897756061517,0.2654961194821024
241,2410.0,0.7191407315064684,0.8023605911815838,0.31890981511836103,0.2641590137915331
242,2420.0,0.7195829390211259,0.8027612159180052,0.3168979342518562,0.26260035711903973
243,2430.0,0.7197005599692985,0.8027530832097732,0.3128246615247939,0.2614423415275223
244,2440.0,0.7196338304982722,0.8023710616354913,0.31116760711017216,0.2597326837977775
245,2450.0,0.720725615769735,0.8015403428429247,0.3101371809388566,0.25786237296517944
246,2460.0,0.7214234379113986,0.8016654261675762,0.30730755802496873,0.2572452861936165
247,2470.0,0.7220136956169122,0.8016182749978862,0.30630196798321957,0.2557236801392466
248,2480.0,0.722088790848505,0.8024532703290902,0.3042251460934585,0.25554970653953246
249,2490.0,0.7223749165703968,0.8017013094532052,0.30243587332313904,0.25517940404915657
250,2500.0,0.7224931696325364,0.8027162639242288,0.3010303016142414,0.2549464130900486
251,2510.0,0.7229882195901182,0.8034530432815774,0.2991430515141603,0.25525402338707276
252,2520.0,0.722540727008276,0.8025984417257364,0.2977261285273192,0.2539124005149249
253,2530.0,0.7224632126175714,0.801688280040792,0.2946033013732463,0.25360427898883575
254,2540.0,0.7223462318172361,0.8025762127544306,0.2935373428196447,0.25376146092612706
255,2550.0,0.7232822610134508,0.8020882736707968,0.29066359590424545,0.2517907234643807
256,2560.0,0.7244077634329208,0.8007617052556742,0.28789231733070536,0.25130507956205866
257,2570.0,0.7241851221235868,0.8008143340945184,0.28766727877242293,0.2492917615297087
258,2580.0,0.7246894280144949,0.8009180417204816,0.2859313028626719,0.24837411608701399
259,2590.0,0.724335803869376,0.8006171819507625,0.2849885512329574,0.24775278986523422
260,2600.0,0.7253647258011651,0.8012795343973566,0.2823171410392396,0.2456339554718827
261,2610.0,0.7244952651638191,0.8004508420022851,0.2807257938959587,0.24450692167080815
262,2620.0,0.7238698253267153,0.8006825951722197,0.278838835402194,0.24308412604334212
263,2630.0,0.7238319187394082,0.8008371358959442,0.27842907076853923,0.24143895373521285
264,2640.0,0.7230785175570529,0.8001091651820934,0.2760888712137869,0.24033737509383085
265,2650.0,0.7222834814746746,0.8001073912819415,0.2751584023813908,0.23930619356960114
266,2660.0,0.7222644835925646,0.8007898504698636,0.2738677605091166,0.23748019799490291
267,2670.0,0.7207178454523558,0.8006669896710908,0.2716521923262625,0.23768069463913089
268,2680.0,0.720907332179936,0.8004803568738721,0.2702548971711918,0.2363309460661947
269,2690.0,0.7198538806240337,0.8006036899031709,0.27032473045355115,0.23586007092104416
270,2700.0,0.7196874073580412,0.8006060633516549,0.2688552330653345,0.23526595765560152
271,2710.0,0.7190845681886772,0.8014053044983946,0.2671303435501443,0.23502429651138393
272,2720.0,0.7193333926785384,0.7995326418143271,0.2647598498188382,0.23408744015484226
273,2730.0,0.720180331205858,0.8001615754656736,0.26409907669062327,0.2337998655598048
274,2740.0,0.7203031434432816,0.7994059051811501,0.26434700230330505,0.23324523184461587
275,2750.0,0.7208683996640299,0.7996903712551983,0.2627605346905299,0.23381327437984814
276,2760.0,0.7212231262454142,0.8000749896727176,0.26124841957981226,0.23394493361267868
277,2770.0,0.7201814431221933,0.8004803614424134,0.26043579064427824,0.23196920263779938
278,2780.0,0.7188163364657846,0.8000418684222326,0.25834669968506735,0.2308709650599115
279,2790.0,0.7176577349040396,0.8001274368435128,0.2569750502931305,0.22985909524147724
280,2800.0,0.7172476981127364,0.8002354963225968,0.25473802225300585,0.22931663425796284
281,2810.0,0.7168053329068529,0.8002417366718969,0.25241329913821575,0.22925341782185524
282,2820.0,0.7172304599601298,0.799883110652861,0.25159237183091043,0.22888802340494327
283,2830.0,0.7167060063118388,0.799258357875789,0.2489536314251009,0.2295518985103919
284,2840.0,0.7158206876905723,0.7987033552201528,0.24690240913148775,0.22873791030487992
285,2850.0,0.7165155710144884,0.7983519707587949,0.24555265312903093,0.22667638352308328
286,2860.0,0.7141867078943211,0.7986428471455608,0.24433052457955445,0.2277995511629445
287,2870.0,0.7140871061101617,0.7979882982963202,0.24329656260701799,0.22763929137234387
288,2880.0,0.7132315185350184,0.7982210877769644,0.24091089879674138,0.22715423850190053
289,2890.0,0.7143772788678153,0.7977349879774941,0.24099915395388066,0.2267181951636778
290,2900.0,0.7143495963127787,0.7984885046084225,0.2402043719950636,0.22597664090319375
291,2910.0,0.7145549160530561,0.7986351277759591,0.23867741723693794,0.22575476709796605
292,2920.0,0.714732231635754,0.7983561171638384,0.2365392858886369,0.22576193352297652
293,2930.0,0.715769644086999,0.7986512185441179,0.23599957267687072,0.2251343175860176
294,2940.0,0.7151592732289949,0.7979013717562725,0.23389200095430832,0.22408886175937293
295,2950.0,0.7140235265054968,0.7969667325372874,0.23233555814631948,0.22227902667887675
296,2960.0,0.7148048399425975,0.7967419660786188,0.23305443000683615,0.2222992076722309
297,2970.0,0.7141273074043043,0.7972290057329142,0.2306895292141328,0.220511995998813
298,2980.0,0.7146183634314969,0.7971036456813451,0.23052307927829216,0.22090485302191135
299,2990.0,0.7148605260002878,0.7965828067497923,0.22941568207681332,0.219810270004696
300,3000.0,0.7152188877262636,0.7952689678818703,0.22858885239709228,0.2199362119520758
301,3010.0,0.7140834596634068,0.7959442419591956,0.22717375740593515,0.2198297285187064
302,3020.0,0.7132836423048975,0.7951829669114442,0.22630986056635988,0.22042625524062312
303,3030.0,0.7131760243812622,0.7955265984323194,0.22414719414158585,0.2213503289310573
304,3040.0,0.7140909300282496,0.7945825585576423,0.22294659963844374,0.2205633075659307
305,3050.0,0.7131064704206969,0.7947050984958685,0.2217202659709604,0.2205118069025953
306,3060.0,0.713296463665754,0.7943843723774576,0.22056943502418336,0.2198329962937131
307,3070.0,0.7136737099552393,0.7936403750619092,0.21976756340433443,0.22002888262352654
308,3080.0,0.7144862718366476,0.7931899543782338,0.21832507678672597,0.22030166431127632
309,3090.0,0.7142981067754169,0.7932163534654173,0.21534779154425154,0.21995626443460073
310,3100.0,0.713429855677994,0.7927642014928996,0.21426606126756212,0.22039094463123182
311,3110.0,0.7117531482075964,0.7925124491532263,0.212564901854696,0.22021072135136902
312,3120.0,0.7123789183962186,0.7908740542128625,0.21167532275354606,0.2200980611239061
313,3130.0,0.7129583255520064,0.7925460768359964,0.21013322222581154,0.22003140316914865
314,3140.0,0.711711433791812,0.7916099326962189,0.20822975033861352,0.22014456009269398
315,3150.0,0.7097233842255749,0.7916104468255603,0.2064822928866479,0.21983875383094953
316,3160.0,0.7099676633638148,0.7917688078454077,0.2053776687854074,0.21902483840960765
317,3170.0,0.7099127603173288,0.7921034675101922,0.2040840413875852,0.2193480744265438
318,3180.0,0.7087842836890915,0.7927619460071639,0.20301223709950814,0.21980904400943416
319,3190.0,0.7069785932367846,0.7933315982178035,0.2010589720357178,0.2187960530723043
320,3200.0,0.7068094559176796,0.7929921817061097,0.1980901967336079,0.21811389017448132
321,3210.0,0.7068629116709051,0.7929473620234623,0.1969275015378929,0.2174197987447865
322,3220.0,0.7064188846775752,0.792627327247515,0.19511800634056975,0.21679578089924262
323,3230.0,0.7053650669927907,0.793338036616504,0.19246288041183615,0.21561858130837286
324,3240.0,0.7049538583886972,0.7934614863843431,0.1914049551397515,0.2160190758495943
325,3250.0,0.7038945863573554,0.7942349297469442,0.18973816037838304,0.21487408216595189
326,3260.0,0.7033793948823808,0.79354244223815,0.18806086485258983,0.21411819383307726
327,3270.0,0.7013490168257178,0.7943447453399508,0.18697228347959413,0.21225958706735196
