site_category,CN_npbc,CN_pbc,delta_npbc_minus_pbc
all_heavy,2.0469061876247503,2.216566866267465,-0.16966067864271484
O_acceptor,3.1886227544910177,3.418163672654691,-0.22954091816367317
N_site,2.082834331337325,2.187624750499002,-0.10479041916167686
